EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
9226 W+ 1 80.4 29.624 -1.012 24.234 89.0508 29.6413 W- 1 80.4 23.276 -49.588 33.466 102.883 54.779
9227 b 0 4.18 -1.536 -38.925 3.12 39.3029 38.9553 b 0 4.18 -49.664 -47.575 2.88 68.9613 68.7742
9228 b 0 4.18 61.362 -2.637 -17.696 64.0536 61.4186 b 0 4.18 36.038 -26.663 -45.504 64.0136 44.8292
9229 b 0 4.18 -8.624 18.564 -7.527 22.2064 20.4694 b 0 4.18 -30.576 29.036 -11.773 43.9779 42.1661
9230 b 0 4.18 -55.188 -4.69 -1.272 55.559 55.3869 b 0 4.18 -10.512 -28.81 -62.328 69.59 30.6679
9231 b 0 4.18 7.776 17.472 4.836 20.1642 19.1243 b 0 4.18 16.524 13.728 35.464 41.6734 21.4826
9232 b 0 4.18 -38.763 0.52 0.546 38.995 38.7665 b 0 4.18 -14.337 1.48 54.054 56.0985 14.4132
9233 b 0 4.18 -16.86 7.446 -5.548 19.6966 18.431 b 0 4.18 -39.34 7.154 -23.652 46.6445 39.9852
9234 b 0 4.18 30.192 -2.248 9.504 32.0064 30.2756 b 0 4.18 32.708 -53.952 10.296 64.0633 63.0922
9235 b 0 4.18 -6.593 31.086 18.48 36.9972 31.7775 b 0 4.18 -28.107 63.114 20.02 72.0531 69.0897
9236 b 0 4.18 -24.514 -2.868 -9.072 26.6258 24.6812 b 0 4.18 -47.586 -21.032 -7.728 52.7633 52.0266
9237 W+ 1 80.4 -8.288 -11.96 4.176 81.8128 14.551 W- 1 80.4 -17.612 -47.84 4.524 95.3073 50.9789
9238 b 0 4.18 -21.36 -36.54 4.872 42.8092 42.3252 b 0 4.18 -49.84 -26.46 35.728 66.9187 56.4283
9239 W+ 1 80.4 3.36 2.686 -21.805 83.4154 4.30165 W- 1 80.4 3.64 13.114 -40.495 91.0452 13.6098
9240 b 0 4.18 -0.852 -4.4 16.524 17.6239 4.48173 b 0 4.18 -0.348 -35.6 75.276 83.3752 35.6017
9241 tau+ 0 1.77 -63.42 -1.995 -4.95 63.6688 63.4514 tau- 0 1.77 -12.08 -37.905 -40.05 56.4788 39.7834
9242 W+ 1 80.4 2.465 0.377 -9.348 80.98 2.49366 W- 1 80.4 12.035 37.323 -2.052 89.4775 39.2154
9243 W+ 1 80.4 -2.54 -23.048 15.12 85.032 23.1875 W- 1 80.4 -48.26 -11.352 38.88 102.146 49.5772
9244 b 0 4.18 -36.495 3.375 -4.21 37.1278 36.6507 b 0 4.18 -44.605 4.125 -37.89 58.8196 44.7953
9245 b 0 4.18 -5.027 -20.54 19.944 29.3666 21.1462 b 0 4.18 -40.673 -11.06 63.156 76.0445 42.1499
9246 b 0 4.18 -34.142 -0.993 -3.198 34.5595 34.1564 b 0 4.18 -5.558 -98.307 -21.402 100.85 98.464
9247 W+ 1 80.4 14.835 -18.48 -35.685 91.0998 23.6978 W- 1 80.4 84.065 -58.52 -22.815 132.198 102.428
9248 W+ 1 80.4 -34.314 0.612 18.04 89.2604 34.3195 W- 1 80.4 -25.886 29.988 25.96 93.3137 39.6152
9249 b 0 4.18 46.926 -27.06 -1.924 54.3642 54.1691 b 0 4.18 24.174 -63.14 -46.176 81.9801 67.6095
9250 b 0 4.18 14.067 17.92 10.332 25.362 22.7817 b 0 4.18 38.033 38.08 14.868 55.9922 53.82
9251 b 0 4.18 30.888 19.411 0.105 36.7197 36.4809 b 0 4.18 54.912 13.489 1.995 56.7339 56.5445
9252 b 0 4.18 -4.985 16.016 -1.248 17.3318 16.7739 b 0 4.18 -94.715 1.584 -29.952 99.4386 94.7282
9253 b 0 4.18 24.885 5.544 3.059 26.0159 25.4951 b 0 4.18 30.415 9.856 13.041 34.7815 31.9721
9254 b 0 4.18 -10.71 5.07 6.552 14.1707 11.8494 b 0 4.18 -10.29 45.63 10.248 48.0674 46.7759
9255 b 0 4.18 -22.359 -4.885 49.17 54.3962 22.8864 b 0 4.18 -54.741 -92.815 25.33 110.771 107.755
9256 b 0 4.18 -26.765 19.958 -11.011 35.4034 33.3869 b 0 4.18 -23.735 38.742 -73.689 86.6708 45.4345
9257 Z 1 91.2 25.35 -2.67 -32.844 100.229 25.4902 Z 1 91.2 72.15 -41.83 -15.456 124.546 83.3989
9258 tau+ 0 1.77 -10.01 5.06 -0.22 11.3572 11.2162 tau- 0 1.77 -2.99 17.94 -21.78 28.4304 18.1875
9259 b 0 4.18 12.712 6.954 38.796 41.624 14.4898 b 0 4.18 32.688 29.646 34.404 56.1115 44.1292
9260 b 0 4.18 14.31 1.792 -2.229 15.1799 14.4218 b 0 4.18 1.59 23.808 -72.071 76.0332 23.861
9261 W+ 1 80.4 1.456 43.216 13.752 92.3202 43.2405 W- 1 80.4 71.344 15.184 43.548 116.966 72.9419
9262 W+ 1 80.4 52.808 0.456 0.064 96.1928 52.81 W- 1 80.4 4.592 7.144 3.136 80.9081 8.49254
9263 b 0 4.18 70.983 0.314 0 71.1067 70.9837 b 0 4.18 0.717003 31.086 93.9 99.0027 31.0943
9264 W+ 1 80.4 1.971 2.736 -42.185 90.8576 3.37202 W- 1 80.4 5.329 12.464 -34.515 88.5392 13.5554
9265 b 0 4.18 16.422 5.13 -5.24 18.4643 17.2046 b 0 4.18 22.678 23.37 -7.86 33.7594 32.5645
9266 b 0 4.18 36.195 -11.718 6.516 38.8242 38.0446 b 0 4.18 27.305 -26.082 47.784 61.046 37.7602
9267 tau+ 0 1.77 -72.225 -10.83 -3.456 73.1356 73.0325 tau- 0 1.77 -24.075 -46.17 -54.144 75.1397 52.0699
9268 tau+ 0 1.77 31.898 -14.315 -19.632 40.1366 34.9629 tau- 0 1.77 45.902 -26.585 -62.168 81.742 53.0448
9269 W+ 1 80.4 -4.536 -13.149 0.032 81.5943 13.9094 W- 1 80.4 -1.764 -35.551 3.168 87.984 35.5947
9270 b 0 4.18 -13.888 2.046 0.441 14.6537 14.0379 b 0 4.18 -7.812 4.154 14.259 17.2938 8.84777
9271 b 0 4.18 10.604 1.7 -18.59 21.8722 10.7394 b 0 4.18 85.796 3.3 -15.21 87.2964 85.8595
9272 W+ 1 80.4 -3.024 -0.037 -29.358 85.6458 3.02423 W- 1 80.4 -11.376 -0.063 -40.542 90.7592 11.3762
9273 b 0 4.18 -17.892 -9 -31.27 37.3686 20.0281 b 0 4.18 -67.308 -36 -21.73 79.4735 76.3306
9274 b 0 4.18 -12.264 30.635 -3.825 33.4815 32.9986 b 0 4.18 -31.536 25.065 -18.675 44.5982 40.2837
9275 b 0 4.18 7.752 37.814 -7.083 39.4669 38.6004 b 0 4.18 37.848 13.286 -71.617 82.1916 40.1122
9276 b 0 4.18 -32.752 0.96 -4.038 33.2775 32.7661 b 0 4.18 -2.848 47.04 -63.262 78.9964 47.1261
9277 W+ 1 80.4 17.457 -4.141 -9.334 82.9046 17.9414 W- 1 80.4 35.443 -5.959 -26.566 91.9871 35.9404
9278 W+ 1 80.4 11.344 0.16 48.348 94.5008 11.3451 W- 1 80.4 59.556 3.04 12.852 100.923 59.6335
9279 W+ 1 80.4 -70.147 -7.23 -11.167 107.526 70.5186 W- 1 80.4 -20.953 -65.07 -74.733 129.315 68.3603
9280 W+ 1 80.4 -87.665 -7.744 -0.807 119.205 88.0064 W- 1 80.4 -10.835 -89.056 -26.093 123.261 89.7127
9281 W+ 1 80.4 21.672 25.584 -28.551 91.6708 33.5293 W- 1 80.4 28.728 72.816 -63.549 128.958 78.2781
9282 b 0 4.18 4.95 36.087 0.55 36.6681 36.4249 b 0 4.18 77.55 16.213 1.65 79.354 79.2267
9283 b 0 4.18 49.538 1.242 -1.239 49.745 49.5536 b 0 4.18 3.162 40.158 -40.061 56.9651 40.2823
9284 b 0 4.18 37.596 -19.32 -1.932 42.5197 42.2696 b 0 4.18 34.704 -77.28 -4.968 84.963 84.7146
9285 b 0 4.18 8.075 0.798 1.784 9.3004 8.11433 b 0 4.18 0.425 25.802 87.416 91.2412 25.8055
9286 b 0 4.18 -50.808 1.4 1.944 51.0359 50.8273 b 0 4.18 -7.592 33.6 19.656 39.8802 34.447
9287 b 0 4.18 -2.34 5.688 1.204 7.53332 6.15052 b 0 4.18 -0.66 65.412 7.396 65.9647 65.4153
9288 b 0 4.18 44.051 -23.6 -20.644 54.2319 49.9745 b 0 4.18 45.849 -70.8 -58.756 102.881 84.3491
9289 b 0 4.18 5.74 33.642 -2.31 34.4607 34.1282 b 0 4.18 8.26 28.658 -43.89 53.2289 29.8246
9290 b 0 4.18 -67.398 0.554 1.628 67.5494 67.4003 b 0 4.18 -4.302 27.146 39.072 47.9532 27.4848
9291 b 0 4.18 7.59 68.88 -3.97 69.5363 69.2969 b 0 4.18 68.31 17.22 -35.73 79.1005 70.447
9292 b 0 4.18 -2.75 -4.845 -56 56.4315 5.57104 b 0 4.18 -8.25 -92.055 -24 95.5806 92.4239
9293 b 0 4.18 -14.679 16.632 2.622 22.7254 22.1832 b 0 4.18 -8.621 75.768 11.178 77.1851 76.2569
9294 b 0 4.18 26.528 -13.41 -16.95 34.4723 29.7248 b 0 4.18 56.372 -61.09 -16.95 84.9386 83.1252
9295 b 0 4.18 -46.74 1.332 -2.61 47.0179 46.759 b 0 4.18 -2.46 65.268 -84.39 106.795 65.3143
9296 b 0 4.18 14.448 -0.695 5.681 16.0927 14.4647 b 0 4.18 2.352 -68.805 38.019 78.7564 68.8452
9297 b 0 4.18 -2.956 -3.375 -32.43 33.0046 4.48649 b 0 4.18 -70.944 -9.125 -14.57 73.1169 71.5284
9298 b 0 4.18 43.855 16.49 6.188 47.4441 46.8528 b 0 4.18 45.645 80.51 12.012 93.4189 92.549
9299 tau+ 0 1.77 -55.969 0.829 -0.896 56.0103 55.9751 tau- 0 1.77 -1.731 82.071 -43.904 93.1093 82.0893
9300 tau+ 0 1.77 67.536 -3.552 9.616 68.3325 67.6293 tau- 0 1.77 26.264 -26.048 50.484 62.6104 36.9905
9301 b 0 4.18 7.084 -16.359 -38.29 42.4429 17.8269 b 0 4.18 57.316 -69.741 -16.41 91.846 90.2714
9302 W+ 1 80.4 -64.44 -4.293 0.665 103.129 64.5828 W- 1 80.4 -7.16 -43.407 65.835 112.844 43.9936
9303 b 0 4.18 -12.65 23.4 10.07 28.7482 26.6004 b 0 4.18 -44.85 70.2 8.93 83.8855 83.304
9304 b 0 4.18 73.224 7.44 0.171 73.7198 73.601 b 0 4.18 17.176 66.96 1.729 69.2757 69.1278
9305 b 0 4.18 -23.644 1.41 -1.885 24.1258 23.686 b 0 4.18 -2.056 45.59 -35.815 58.1624 45.6363
9306 W+ 1 80.4 -11.176 47.011 18.325 95.5767 48.3212 W- 1 80.4 -39.624 41.689 54.975 113.113 57.5155
9307 b 0 4.18 -22.825 12.454 -7.998 27.5231 26.0016 b 0 4.18 -68.475 83.346 -4.902 108.06 107.867
9308 b 0 4.18 -0.28 10.98 -10.64 15.8531 10.9836 b 0 4.18 -2.52 43.92 -4.56 44.425 43.9922
9309 tau+ 0 1.77 52.875 16.83 -2.205 55.5609 55.4889 tau- 0 1.77 17.625 59.67 -71.295 94.6428 62.2186
9310 W+ 1 80.4 -5.34 11.095 13.4 82.4338 12.3132 W- 1 80.4 -30.26 20.605 13.4 89.353 36.6092
9311 b 0 4.18 1.07 -35.003 1.128 35.286 35.0193 b 0 4.18 20.33 -14.297 3.572 25.4548 24.8538
9312 W+ 1 80.4 28.712 0.892 -0.644 85.38 28.7259 W- 1 80.4 0.888 88.308 -31.556 123.527 88.3125
9313 W+ 1 80.4 15.984 18.939 2.816 84.18 24.7825 W- 1 80.4 27.216 13.161 67.584 109.296 30.2312
9314 b 0 4.18 -14.058 5.358 7.613 17.3714 15.0445 b 0 4.18 -5.742 83.942 25.487 88.013 84.1382
9315 W+ 1 80.4 -4.86 33.21 5.74 87.3134 33.5637 W- 1 80.4 -8.64 28.29 51.66 100.039 29.58
9316 b 0 4.18 32.25 -2.755 -24.84 41.014 32.3675 b 0 4.18 32.25 -52.345 -30.36 68.6969 61.4822
9317 b 0 4.18 27.258 1.35 -0.608 27.6164 27.2914 b 0 4.18 14.042 3.15 -14.592 20.9165 14.391
9318 b 0 4.18 -12.06 9.423 -20.726 26.1013 15.3048 b 0 4.18 -28.14 25.477 -27.474 47.045 37.9597
9319 b 0 4.18 -3.12 -14.539 -11.629 19.3345 14.87 b 0 4.18 -74.88 -7.161 -28.471 80.538 75.2216
9320 b 0 4.18 5.656 18.06 26.85 33.1142 18.925 b 0 4.18 75.144 23.94 26.85 83.4155 78.8654
9321 b 0 4.18 30.42 6.072 40.7 51.344 31.0201 b 0 4.18 37.18 49.128 51.8 80.6016 61.611
9322 W+ 1 80.4 4.32 -37.658 0.576 88.8891 37.905 W- 1 80.4 3.68 -61.442 6.624 101.473 61.5521
9323 b 0 4.18 3.346 2.448 -29.79 30.3662 4.14589 b 0 4.18 44.454 2.652 -36.41 57.6745 44.533
9324 Z 1 91.2 1.674 -43.26 0.927 100.958 43.2924 Z 1 91.2 3.726 -28.84 9.373 96.1817 29.0797
9325 b 0 4.18 15.525 46.008 0.079 48.7364 48.5568 b 0 4.18 41.975 17.892 7.821 46.4829 45.6292
9326 b 0 4.18 -4.74 6.834 -1.852 9.4907 8.31692 b 0 4.18 -1.26 33.366 -44.448 55.7492 33.3898
9327 b 0 4.18 -42.228 -0.21 0.429 42.4371 42.2285 b 0 4.18 -3.672 -3.99 13.871 15.4687 5.42252
9328 b 0 4.18 -3.15 0.621 0 5.27072 3.21063 b 0 4.18 -1.35 6.279 0 7.66295 6.42249
9329 tau+ 0 1.77 28.95 -1.947 19.883 35.2187 29.0154 tau- 0 1.77 67.55 -15.753 13.817 70.7475 69.3625
9330 W+ 1 80.4 5.846 -3.904 5.11 80.8683 7.02972 W- 1 80.4 2.054 -20.496 45.99 94.887 20.5987
9331 tau+ 0 1.77 39.68 9.234 -0.722 40.7851 40.7403 tau- 0 1.77 9.92 42.066 -35.378 55.881 43.2198
9332 b 0 4.18 6.513 4.08 38.042 39.035 7.68541 b 0 4.18 10.187 23.12 44.658 51.4793 25.2648
9333 b 0 4.18 -35.399 -4.095 -0 35.8794 35.6351 b 0 4.18 -3.501 -41.405 -16 44.7225 41.5527
9334 b 0 4.18 1.716 -2.532 14.915 15.7888 3.05871 b 0 4.18 0.484 -81.868 63.585 103.745 81.8694
9335 b 0 4.18 59.772 -8.6 5.061 60.7432 60.3875 b 0 4.18 28.128 -25.8 67.239 77.4298 38.1684
9336 b 0 4.18 -18.277 -11.795 -13.424 25.9007 21.7525 b 0 4.18 -19.023 -21.905 -70.476 76.3285 29.0121
9337 b 0 4.18 -27.68 -1.728 -30.912 41.7396 27.7339 b 0 4.18 -58.82 -41.472 -17.388 74.1588 71.9703
9338 b 0 4.18 5.138 53.046 -10.44 54.4678 53.2942 b 0 4.18 68.262 31.154 -24.36 79.001 75.0351
9339 b 0 4.18 21.44 -7.052 13.357 26.5572 22.57 b 0 4.18 32.16 -10.148 56.943 66.3116 33.7231
9340 b 0 4.18 -9.968 20.046 -42.72 48.4115 22.3876 b 0 4.18 -61.232 57.054 -28.48 88.5048 83.693
9341 b 0 4.18 0.132 -16.224 -29.68 34.0824 16.2245 b 0 4.18 0.968 -34.476 -23.32 41.8429 34.4896
9342 W+ 1 80.4 -3.45 -8.421 -58.432 99.8062 9.10032 W- 1 80.4 -19.55 -31.679 -32.868 94.4999 37.2258
9343 b 0 4.18 29.625 -7.392 3.456 31.0113 30.5333 b 0 4.18 9.875 -27.808 82.944 88.1361 29.5093
9344 W+ 1 80.4 20.196 4.329 -4.05 83.1095 20.6547 W- 1 80.4 39.204 6.771 -10.95 90.3707 39.7844
9345 b 0 4.18 -2.698 0.365 -7.695 9.17049 2.72258 b 0 4.18 -4.402 6.935 -5.805 10.8923 8.21412
9346 W+ 1 80.4 9.802 -3.2 -7.482 81.4031 10.3111 W- 1 80.4 27.898 -16.8 -5.418 86.9141 32.5659
9347 b 0 4.18 -33.444 0.095 58.842 67.8112 33.4441 b 0 4.18 -59.456 9.405 34.558 69.5356 60.1953
9348 tau+ 0 1.77 -67.24 -7.83 4.464 67.8645 67.6944 tau- 0 1.77 -14.76 -79.17 45.136 92.3371 80.5341
9349 W+ 1 80.4 -24.258 -5.676 -19.147 86.3217 24.9132 W- 1 80.4 -69.042 -11.524 -27.553 110.104 69.9971
9350 b 0 4.18 -77.142 8.14 -1.216 77.6923 77.5703 b 0 4.18 -21.758 32.56 -59.584 71.4233 39.1608
9351 b 0 4.18 4.249 -20.286 -0.456 21.1484 20.7262 b 0 4.18 56.451 -9.114 -1.444 57.3527 57.182
9352 W+ 1 80.4 -33.4 16.45 -2.46 88.6362 37.2312 W- 1 80.4 -50.1 16.45 -22.14 98.6659 52.7315
9353 b 0 4.18 5.083 -79.461 1.942 79.7567 79.6234 b 0 4.18 24.817 -18.639 95.158 100.179 31.037
9354 W+ 1 80.4 -41.446 -3.102 27.921 94.7161 41.5619 W- 1 80.4 -36.754 -48.598 40.179 108.587 60.9313
9355 W+ 1 80.4 -26.01 -4.42 45.85 96.2416 26.3829 W- 1 80.4 -31.79 -83.98 45.85 128.956 89.7956
9356 b 0 4.18 28.801 -0.833 0 29.1147 28.813 b 0 4.18 5.899 -4.067 95.3 95.6603 7.1651
9357 W+ 1 80.4 -66.1 0 -0 104.083 66.1 W- 1 80.4 0 94.7 -45.9 132.435 94.7
9358 b 0 4.18 -4.96 -0.195 62.122 62.46 4.96383 b 0 4.18 -57.04 -6.305 7.678 58.0494 57.3874
9359 Z 1 91.2 7.728 -24.864 10.816 95.4587 26.0373 Z 1 91.2 9.072 -63.936 30.784 115.91 64.5764
9360 b 0 4.18 -19.646 -40.426 5.86 45.5196 44.9469 b 0 4.18 -69.654 -29.274 23.44 79.2184 75.5556
9361 b 0 4.18 67.16 2.335 -18.524 69.8322 67.2006 b 0 4.18 24.84 44.365 -65.676 83.163 50.8456
9362 b 0 4.18 0.39 -0.336 0.53 4.2448 0.514778 b 0 4.18 0.11 -1.264 52.47 52.6515 1.26878
9363 b 0 4.18 -58.528 -14.076 1.824 60.3694 60.1968 b 0 4.18 -35.872 -25.024 89.376 99.5919 43.7379
9364 b 0 4.18 -4.08 -0.476 3.113 6.63597 4.10767 b 0 4.18 -0.72 -11.424 25.187 27.9801 11.4467
9365 b 0 4.18 -2.24 22.36 10.965 25.3513 22.4719 b 0 4.18 -8.96 12.04 62.135 64.0584 15.0081
9366 b 0 4.18 22.08 27.687 -2.628 35.7558 35.4132 b 0 4.18 12.42 56.213 -84.972 102.722 57.5687
9367 b 0 4.18 1.196 -68.968 0 69.1049 68.9784 b 0 4.18 3.404 -24.232 23.2 33.9778 24.4699
9368 b 0 4.18 20.461 22.649 24.446 39.3282 30.5226 b 0 4.18 34.839 55.451 47.454 80.981 65.4872
9369 b 0 4.18 -3.64 -26.112 -26.754 37.7933 26.3645 b 0 4.18 -32.76 -25.088 -41.846 58.9168 41.2629
9370 b 0 4.18 28.801 -3.306 -1.166 29.3131 28.9901 b 0 4.18 5.899 -51.794 -9.434 53.1403 52.1288
9371 b 0 4.18 -32.868 -14.133 -14.921 38.9892 35.7777 b 0 4.18 -58.432 -53.167 -19.779 81.5458 79.0002
9372 tau+ 0 1.77 -2.068 48.804 -2.555 48.9466 48.8478 tau- 0 1.77 -16.732 9.296 -48.545 52.2123 19.1409
9373 b 0 4.18 17.204 -9.928 48.804 52.8568 19.8631 b 0 4.18 33.396 -48.472 50.796 77.8623 58.8628
9374 b 0 4.18 0.846 0.888 -0.552 4.39105 1.22648 b 0 4.18 0.054 21.312 -27.048 34.6882 21.3121
9375 W+ 1 80.4 5.65 -2.862 -35.226 88.0065 6.33353 W- 1 80.4 16.95 -13.038 -26.574 87.3363 21.3844
9376 W+ 1 80.4 8.008 1.764 -26.576 85.0746 8.19999 W- 1 80.4 20.592 4.536 -33.824 89.7376 21.0857
9377 b 0 4.18 -23.04 -26.928 -7.792 36.526 35.4395 b 0 4.18 -40.96 -29.172 -40.908 64.9589 50.2864
9378 b 0 4.18 1.216 -50.084 -4.285 50.4551 50.0988 b 0 4.18 5.184 -15.816 -81.415 83.2039 16.6439
9379 b 0 4.18 36.288 4.76 25.677 44.9028 36.5989 b 0 4.18 28.512 23.24 69.423 78.6769 36.7836
9380 b 0 4.18 -2.394 -31.289 -9.438 33.0345 31.3805 b 0 4.18 -31.806 -15.411 -26.862 44.5888 35.3429
9381 b 0 4.18 9.265 -4.956 -2.584 11.5996 10.5072 b 0 4.18 1.635 -65.844 -29.716 72.3783 65.8643
9382 W+ 1 80.4 -26.461 -1.87 1.805 84.6823 26.527 W- 1 80.4 -29.839 -3.63 7.695 86.1796 30.059
9383 W+ 1 80.4 2.25 4.2 -1.88 80.563 4.76471 W- 1 80.4 0.75 16.8 -35.72 89.5705 16.8167
9384 b 0 4.18 86.592 -1.134 -0.826 86.7042 86.5994 b 0 4.18 3.608 -36.666 -81.774 89.7879 36.8431
9385 W+ 1 80.4 63.7 -1.99 -0 102.595 63.7311 W- 1 80.4 1.3 -97.51 -98.5 160.238 97.5187
9386 b 0 4.18 59.466 -8.381 11.322 61.2544 60.0537 b 0 4.18 30.634 -40.919 55.278 75.4051 51.1156
9387 b 0 4.18 33.988 -6.534 4.923 35.2077 34.6104 b 0 4.18 24.612 -13.266 49.777 57.2447 27.9596
9388 b 0 4.18 -2.257 14.61 2.304 15.5347 14.7833 b 0 4.18 -1.443 34.09 23.296 41.5257 34.1205
9389 b 0 4.18 -11.454 -7.429 2.87 14.5634 13.6523 b 0 4.18 -5.146 -36.271 17.63 40.87 36.6342
9390 W+ 1 80.4 -1.738 -6.21 -27.466 85.2064 6.44862 W- 1 80.4 -14.062 -16.79 -16.834 85.0129 21.9008
9391 b 0 4.18 -6.11 1.326 0.664 7.55008 6.25223 b 0 4.18 -0.39 64.974 15.936 67.0313 64.9752
9392 W+ 1 80.4 2.652 -9.031 -23.94 84.4149 9.41234 W- 1 80.4 17.748 -73.069 -7.56 110.342 75.1936
9393 b 0 4.18 10.132 -12.771 -1.855 16.9313 16.302 b 0 4.18 4.768 -34.529 -35.245 49.746 34.8566
9394 b 0 4.18 4.774 10.448 -55.65 56.9767 11.487 b 0 4.18 29.326 54.852 -23.85 66.7462 62.1993
9395 b 0 4.18 32.021 -14.256 -9.944 36.6733 35.0511 b 0 4.18 13.079 -64.944 -80.456 104.304 66.2479
9396 W+ 1 80.4 1.14 -10.325 2.605 81.1101 10.3877 W- 1 80.4 0.76 -19.175 49.495 96.344 19.1901
9397 b 0 4.18 13.604 -1.781 -24.14 28.0794 13.7201 b 0 4.18 57.996 -11.919 -11.36 60.4328 59.2081
9398 W+ 1 80.4 14.688 22.464 2.2 84.7901 26.8397 W- 1 80.4 39.712 24.336 6.6 93.1504 46.5756
9399 b 0 4.18 14.688 0.919 45.36 47.8705 14.7167 b 0 4.18 66.912 90.981 10.64 113.514 112.937
9400 W+ 1 80.4 57.236 -2.196 2.01 98.7369 57.2781 W- 1 80.4 12.564 -71.004 11.39 108.597 72.107
9401 b 0 4.18 -38.844 -38 14.007 56.2719 54.3402 b 0 4.18 -60.756 -62 46.893 98.7508 86.8061
9402 b 0 4.18 -5.913 -51.474 -11.374 53.2107 51.8125 b 0 4.18 -59.787 -23.126 -40.326 75.8482 64.1038
9403 b 0 4.18 17.568 -1.615 -37.23 41.41 17.6421 b 0 4.18 37.332 -7.885 -35.77 52.4673 38.1556
9404 W+ 1 80.4 -9.555 17.784 -1.631 82.9119 20.1883 W- 1 80.4 -35.945 6.916 -21.669 90.9592 36.6043
9405 W+ 1 80.4 0.576 16.75 -45.315 93.8003 16.7599 W- 1 80.4 2.624 50.25 -34.185 100.82 50.3185
9406 tau+ 0 1.77 0.28 -10.751 73.87 74.6698 10.7546 tau- 0 1.77 6.72 -71.949 15.13 73.8503 72.2621
9407 W+ 1 80.4 -30.624 -1.016 0.28 86.0413 30.6408 W- 1 80.4 -4.176 -24.384 3.22 84.1816 24.739
9408 b 0 4.18 -19.197 35.616 5.1 40.994 40.4602 b 0 4.18 -51.903 27.984 24.9 64.1444 58.9663
9409 b 0 4.18 23.529 2.096 -43.55 49.72 23.6222 b 0 4.18 52.371 50.304 -23.45 76.4237 72.6169
9410 Z 1 91.2 -14.985 0.238 1.946 92.4437 14.9869 Z 1 91.2 -3.515 1.162 95.354 131.998 3.70209
9411 b 0 4.18 -7.74 -3.582 -1.665 9.64277 8.52868 b 0 4.18 -1.26 -36.218 -31.635 48.2864 36.2399
9412 b 0 4.18 15.106 -8.349 41.667 45.2936 17.2597 b 0 4.18 42.994 -27.951 40.033 65.1909 51.281
9413 b 0 4.18 0.297 -16.408 40.14 43.5661 16.4107 b 0 4.18 0.803 -42.192 49.06 64.8472 42.1996
9414 b 0 4.18 6.715 10.051 -36.3 38.4874 12.0878 b 0 4.18 32.785 33.649 -24.2 53.0115 46.9799
9415 b 0 4.18 -3.888 1.572 32.844 33.3735 4.19377 b 0 4.18 -93.312 11.528 6.256 94.322 94.0214
9416 b 0 4.18 -33.33 4.543 20.171 39.4445 33.6382 b 0 4.18 -17.17 36.757 67.529 78.8893 40.5695
9417 b 0 4.18 -27.805 -14.056 -0.74 31.4437 31.1559 b 0 4.18 -13.695 -36.144 -14.06 41.3412 38.6515
9418 b 0 4.18 -14.706 -10.962 14.076 23.4955 18.3421 b 0 4.18 -19.494 -41.238 25.024 52.1945 45.6135
9419 W+ 1 80.4 12.384 -7.104 -9.86 82.2509 14.2769 W- 1 80.4 65.016 -3.996 -39.44 110.737 65.1387
9420 W+ 1 80.4 -0.908 -0.272 28.62 85.3473 0.947865 W- 1 80.4 -44.492 -0.128 66.78 113.593 44.4922
9421 b 0 4.18 13.78 -6.765 -8.52 18.0476 15.351 b 0 4.18 7.42 -38.335 -34.08 51.9956 39.0465
9422 W+ 1 80.4 1.515 -5.967 77.22 111.647 6.15632 W- 1 80.4 28.785 -29.133 21.78 92.8215 40.9549
9423 b 0 4.18 8.712 -25.198 36.426 45.3339 26.6615 b 0 4.18 39.688 -33.402 56.974 77.1644 51.8732
9424 b 0 4.18 -9.139 14.176 -37.51 41.3395 16.8665 b 0 4.18 -61.161 30.124 -30.69 74.8831 68.1771
9425 W+ 1 80.4 97.9 -0 -0 126.683 97.9 W- 1 80.4 0 -49 -36.7 101.055 49
9426 b 0 4.18 -45.885 1.034 -12.74 47.8151 45.8966 b 0 4.18 -20.615 8.366 -50.96 55.7617 22.2479
9427 b 0 4.18 -2.652 1.92 17.02 17.829 3.27407 b 0 4.18 -2.548 14.08 28.98 32.5891 14.3087
9428 W+ 1 80.4 33.182 -1.97 0.452 87.0017 33.2404 W- 1 80.4 2.118 -37.43 44.748 99.3581 37.4899
9429 W+ 1 80.4 72.588 -4.753 -0.023 108.424 72.7434 W- 1 80.4 6.312 -63.147 -2.277 102.454 63.4617
9430 b 0 4.18 -1.705 -6.507 -70.96 71.4006 6.72667 b 0 4.18 -13.795 -65.793 -17.74 69.6506 67.2237
9431 W+ 1 80.4 -11.562 6.567 3.451 81.5652 13.2968 W- 1 80.4 -2.538 53.133 45.849 106.751 53.1936
9432 W+ 1 80.4 12.128 10.725 -14.018 83.2032 16.1899 W- 1 80.4 25.772 32.175 -18.582 92.2436 41.2241
9433 b 0 4.18 9.063 17.004 -0.872 19.7359 19.2685 b 0 4.18 6.837 26.596 -20.928 34.7785 27.4607
